date;username;tweet;wisata/hiburan;pendidikan;fasilitas/layanan publik;kuliner
08/12/2021 20:39;kumparan;Meski diprotes warga dan pedagang, pemortalan akses jalan menuju kawasan Alun-alun dan Jalan Pancasila Kota Tegal tetap diberlakukan dan tetap melarang kendaraan parkir di kawasan itu. #publisherstory  https://t.co/hsOEJIeA61;-1;-1;0;-1
08/12/2021 20:16;aulia_yulisma;Jalan Dr. Soetomo Kota Tegal. Pemadaman Lampu Jalan oleh @PemkotTegal  Mohon Pak @ganjarpranowo kasih solusi  https://t.co/qSp6oRQpIM;-1;-1;0;-1
08/12/2021 19:21;tegalfess;[tf] adain lawson sm marugame di tegal plisss 😭😭😭 biar kalo lg nyidam ga jauh2 amat mesti ke kota sebelah 😭😭😭;-1;-1;-1;1
08/12/2021 19:17;GATRA_com;Plin-plan! PPKM Level 3 Batal, Wali Kota Tegal: Pemerintah Pusat Harus Tanggung Jawab Jika Terjadi Lonjakan Pasca Nataru   https://t.co/Conqaav4gy;-1;-1;0;-1
08/12/2021 18:56;BimasIslam;Penyuluh Kota Tegal Ajak Santri Jadi Teladan Kebersihan di Pondok Pesantren  Selengkapnya di:  https://t.co/Mp1fMZ7zBk  https://t.co/msDBmP0hvx;-1;-1;1;-1
08/12/2021 17:54;panturapost;Keberatan Adanya Portal di Alun-alun dan Jalan Pancasila, Warga Temui Kapolres Tegal Kota   https://t.co/zsJ9cXy3SN;-1;-1;0;-1
08/12/2021 14:41;kumparan;Sejumlah warga Kota Tegal menemui Kapolres Tegal Kota AKBP Rahmad Hidayat, Rabu (8/12/2021). #publisherstory  https://t.co/lS4JtpqJDy;-1;-1;0;-1
08/12/2021 10:07;IdMatakita;Menjelang Nataru, Polres Tegal Kota Tingkatkan Pengamanan di Obyek-Obyek Vital.  https://t.co/SrpR1P2VYZ;-1;-1;1;-1
08/12/2021 09:38;tegalfess;[TF] Tegal kota yg ada kupat2 dimana ya? kupat apa aja deh yg enak, suwun.. 🙏;-1;-1;-1;1
08/12/2021 02:40;RadioElshinta;Kini warga di ujung Jakarta bisa menikmati air perpipaan melalui Sistem Penyediaan Air Minum (SPAM) Hutan Kota.  PAM JAYA menargetkan 30.000 pelanggan baru di area Pegadungan, Kamal, Tegal Alur dan Kamal Muara. via @DKIJakarta  https://t.co/HkLRgvjf3c;-1;-1;1;-1
07/12/2021 22:28;panturapost;PPKM Level 3 Dibatalkan, Lampu PJU di Kota Tegal Masih Dipadamkan   https://t.co/2ZivIMd7CU;-1;-1;0;-1
07/12/2021 22:21;Puskapikcom;Pemadaman PJU di Kota Tegal Rawan Kecelakaan dan Kriminalitas  https://t.co/iM9kPKyxim;-1;-1;0;-1
07/12/2021 20:48;panturapost;Upaya percepatan dimulainya pekerjaan di lingkungan Pemerintah Kota Tegal (Pemkot Tegal) pada Tahun Anggaran 2022 terus disiapkan.   https://t.co/CovnozXPKh;-1;-1;1;-1
07/12/2021 19:51;TunjungWijayan2;Sinergi LaZisMu Kokam Mdmc Pemuda Muhammadiyah Kota Tegal Penggalangan dana Gunung Semuru Dann Bencana lainnya  https://t.co/gVgSdH9ABI;-1;-1;-1;-1
07/12/2021 14:15;hendrik_zack;Warga Kawasan Alun-alun Kota Tegal Merasa Terpenjara hingga Bangkrut karena Jalan Diportal  Klik untuk baca:  https://t.co/1rZXYWgEUD  @ganjarpranowo @Jateng_Today  @PemprovJatengID;-1;-1;0;-1
07/12/2021 13:54;inewsdotid;Produksi Telur Itik Turun Drastis akibat Musim Hujan, Peternak Pantura Tegal Merugi  https://t.co/l8WrrZebTF #kotategal #pantura;-1;-1;-1;-1
07/12/2021 13:48;GATRA_com;PPKM Level 3 Serentak Batal, Kota Tegal Tetap Perketat Pengawasan  #kota #tegal # ppkm #nataru  https://t.co/2ovo8Tn2MC;-1;-1;0;-1
07/12/2021 13:45;MesinBebek;Galang donasi dari berbagai komunitas.. Untuk korban erupsi semeru.  Lokasi lampu merah pacifik kota tegal.  #TegalPeduliBencana #erupsisemeru  https://t.co/KIPrcCMqu0;-1;-1;-1;-1
07/12/2021 12:13;mojokdotco;Keren nih Walikota Kota Tegal mau bikin floating market kayak di Bandung. Asal nanti nggak dipagerin aja kayak proyek-proyek yang lain. #TerminalMojok  https://t.co/XorSg7Qy2h;1;-1;-1;-1
07/12/2021 11:09;DisdukTegalKota;satu lagi kemudahan yang diberikan oleh Disdukcapil Kota Tegal untuk masyarakat Kota Tegal dalam pelayanan Adminduk..  https://t.co/wjkUK7OT9v;-1;-1;1;-1
07/12/2021 05:30;hariankompas;Penutupan akses ke kawasan Alun-alun Kota Tegal, Jateng, menggunakan portal besi diprotes warga dan pelaku usaha yang merasa dirugikan. Penutupan akses itu dilakukan sepihak tanpa sosialisasi dan dasar hukum. #Nusantara #AdadiKompas @Kristilusia    https://t.co/6QW15b37xZ;-1;-1;0;-1
06/12/2021 22:23;kamalpratama787;@titokarnavian_ pak tito tolong kami warga kawasan alun2 kota tegal agar kebijakan penutupan jalan tidak dilakukan oleh walikota tegal. Kami para pengusaha sangat terdampak oleh penutupan jalan tersebut. Mohon bapa mau meninjau kebijakan yg tidak tepat ini;-1;-1;0;-1
06/12/2021 20:13;kumparan;Pemkot Tegal diminta segera meninjau ulang kebijakan pemasangan portal akses jalan menuju kawasan Alun-alun dan Jalan Pancasila, Kota Tegal. Sebab, tidak memiliki dasar hukum. #publisherstory  https://t.co/4panZG77MX;-1;-1;0;-1
06/12/2021 19:22;inewsdotid;Protes Alun-Alun Kota Tegal Ditutup Portal, Pedagang Kibarkan Bendera Kuning  https://t.co/1DroRiheyC #benderakuning;-1;-1;0;-1
06/12/2021 19:00;pejuangcicilan;"Banyak temen""ku yg kirim paket sayur hasil panen petani ke kota"" Besar.   Cirebon, tegal, brebes, purwokerto, jakarta, bandung bahkan tasik.   Mereka mayoritas ibu"" yg nyetok bahan baku lauk pauk utk di stok di rumahnya.  Lalu mereka jual dan drop ke warung sekitaran rumah.";-1;-1;-1;-1
06/12/2021 18:25;tegalfess;[tf] nasi lengko enak di tegal kota sih dimana ya guys? Makasi sebelumnya;-1;-1;-1;1
06/12/2021 18:06;kokotole212;Aksi pedagang kawasan alun2 kota tegal memasang bendera kuning pertanda berkabung karena akses kluar masuk jalan ditutup portal oleh pemkot...;-1;-1;0;-1
06/12/2021 15:09;Dayat_Smg;New Look  New Hope  New Experience   The McDonald's   I'm Lovin' it   #kotategal  #lakalaka  #mcdonalds @ McD Tegal  https://t.co/q6FYFnROOl;-1;-1;-1;-1
06/12/2021 14:29;DPDPDIPJateng;Reses, Fraksi PDI Perjuangan Kota Tegal Siap Kawal Aspirasi Sampai Tuntas  https://t.co/bRHGpA5TAn lewat @DERAP JUANG #PDIPerjuangan #KandangBant3ng;-1;-1;-1;-1
06/12/2021 14:11;EXPOTEGAL97;"* TEGAL &amp; PEMALANG CASH LUAR KOTA DP ❤️  #exposolo #expomalang #exposalatiga #expokediri #EXPOPEKALONGAN #expopurwokerto #expomagelang #availbrebes #ExpoJOGJA #expokudus #availsolo #availpemalang #avilcirebon #availtegal #ExpoSemarang #availcilacap  #expomadiun #expopati  https://t.co/CNhjDUJQly";-1;-1;-1;-1
06/12/2021 12:26;Niraizi;@tegalfess Ada,  di alasca depan pusda kota tegal.;-1;-1;-1;-1
06/12/2021 12:25;tegalfess;[Tf]  Di daerah Tegal kota/kab ada ngga  yg menyediakan tempat tes toefl yg bersertifikat untuk keperluan perkuliahan?   Sender ngga bisa di kampus karena kehabisan kuota peserta😭;-1;1;-1;-1
06/12/2021 12:21;narkobatglkota;Polres Tegal Kota Polda Jateng melaksanakan Apel pemberian penghargaan kepada masyarakat yang berhasil dalam membantu tugas Polri bertempat di Lapangan Apel Mapolres, Senin (6/12/2021).  https://t.co/xTn6uYqvs0;-1;-1;-1;-1
06/12/2021 12:21;tegalfess;[tf] adaa yang nyewain kompor portable gitu gaa daerah Tegal kota??? Dipake sehari buat lomba sekolah;-1;-1;-1;-1
06/12/2021 12:02;DPDPDIPJateng;Reses, Fraksi PDI Perjuangan Kota Tegal Siap Kawal Aspirasi Sampai Tuntas  https://t.co/bRHGpzNKmf lewat @DERAP JUANG #PDIPerjuangan #KandangBant3ng;-1;-1;-1;-1
06/12/2021 11:57;odett1227;@dukcapiljakarta @aniesbaswedan @ArizaPatria @DKIJakarta Min ayodong aktif twt, mau upgrade status KTP gmn ya , di fisik KTP sdh status terbaru Cerai Hidup, tp blm sampai di simpen kota Tegal, msh Kawin di link web nya;-1;-1;-1;-1
06/12/2021 11:20;tegalfess;"[tf] orang2 yang nanya ""h&amp;m, uniqlo ada gak sih di tegal?"" Itu saking gak pernah pulang ke tegal, apa gak pernah main ke tegal kota sih? Nanya aja";-1;-1;-1;-1
06/12/2021 11:17;kumparan;Mereka mengadukan penutupan akses masuk kawasan Alun-alun dengan cara diportal yang dilakukan Pemerintah Kota (Pemkot) Tegal. #publisherstory  https://t.co/XfZ3Y0yAQB;-1;-1;0;-1
06/12/2021 10:36;KPUKotaTegal;(6/12) Seluruh anggota KPU Kota Tegal beserta jajarannya melaksanakan apel rutin secara daring.  Hadir sebagai pembina apel Anggota KPU Divisi Data dan Informasi Akhmad Khaerudin SH yang memberikan beberapa arahan terkait kinerja  menjelang akhir tahun.  https://t.co/xCrCaK71ei;-1;-1;-1;-1
06/12/2021 10:30;tegalfess;[tf] tegal kota udh ada kopi kenangan belom?;1;-1;-1;1
06/12/2021 08:58;dtlpoldajateng;Live Report Kasatlantas Polres Tegal Kota, dilaporkan situasi Arus Lalu Lintas di Perempatan Pasar Anyar Kota Tegal. Terpantau situasi Arus Lalu Lintas terpantau Lancar.  Dihimbau kepada seluruh Masyarakat Kota Tegal untuk mematuhi Protokol Kesehatan dan  https://t.co/jME6DjiBb3;-1;-1;1;-1
06/12/2021 04:59;detikcom;Kelompok relawan yang deklarasi mendukung Anies Baswedan menjadi calon presiden (capres) pada Pilpres 2024 juga muncul di Kota Tegal, Jawa Tengah.  https://t.co/xH80wXfEoM;-1;-1;-1;-1
06/12/2021 00:15;BeritakuKabar;Deklarasi Anies Capres 2024 di Kota Tegal  https://t.co/jPu6OADINX via @YouTube   #pilpres #pilpres2024 #capres20224  @aniesbaswedan;-1;-1;-1;-1
05/12/2021 22:59;MesinBebek;Rapat koordinasi dari berbagai komunitas untuk mengumpulkan donasi erupsi Gn semeru.   Insya Allah besok mulai bergerak di beberapa titik kota tegal.   #DonasiErupsiSemeru #prayforsemeru  https://t.co/2UrFIi1fbO;-1;-1;-1;-1
05/12/2021 22:59;BeritakuKabar;Deklarasi Anies Capres 2024 Muncul Di Kota Tegal  https://t.co/oOREYhJp2X   #capres #bursacapres #pilpres2024 #capres2024 #aniesbawesdan  @aniesbaswedan  @Press1DEN;-1;-1;-1;-1
05/12/2021 20:52;killgorils;@GrabID mohon di tindaklanjuti oknum driver yang tidak bertanggung jawab samasekali. entah kenapa, pesanan belum sampai ke konsumen, pesanan di cancel sepihak oleh si driver tersebut. padahal transaksi menggunakan OVO pay.  yang menjadi korban @haaapiefen lokasi di Kota Tegal.  https://t.co/h7LNrSdReK;-1;-1;0;-1
05/12/2021 20:19;kumparan;Prihatin dengan pemortalan kawasan Alun-Alun dan Jalan Pancasila Kota Tegal, seratusan warga menggelar doa bersama, Sabtu (4/12/2021) malam. #publisherstory  https://t.co/WZHGT9yFBM;-1;-1;-1;-1
05/12/2021 20:03;Damarholic;Masa iya kemiringan lereng, jenis tanah, geologi, geomorfologi, curah hujan Kota Tegal cuma sejenis doang klasifikasinya. Baru kali ini bikin peta suatu daerah dengan karakteristik fisik sehomogen ini woy 🤣;-1;-1;-1;-1
05/12/2021 18:51;tegalfess;[tf] info cuaca tegal kota dong gais;-1;-1;-1;-1
05/12/2021 18:48;endelendelz;@aip_kusumo Jumat di pulau tegal mas ip 1 malem, sabtu di kota nya 1 malam.. lalu pulang eheheh;-1;-1;-1;-1
05/12/2021 18:17;tegalfess;[tf] info dong tegal kota grimis apa terang ya? Makasii;-1;-1;-1;-1
05/12/2021 17:03;infotegal;Menikmati pemandangan tegal dari atas, bisa jadi pengalaman dan sensasi tersendiri saat naik bianglala di rita park #tegal. Kalau pas cuaca bagus bisa melihat gunung slamet di sebelah selatan atau kalau malam, bisa juga lihat lampu2 kota.  Ada yang suka naik wahana yang satu ini?  https://t.co/M71lwJh5Ee;1;-1;-1;-1
05/12/2021 16:34;nyzavqnu;Tempo hari saking pengennye ama es brasil alhasil ku kelilingin semua yogya toserba di kota dan kabupatennnnnn, dan akhirnya ketemuu di yogya toserba terkhir, omg I am so happy.  Akhirnya gausah jauh jauh ke tegal,  pwt atau jkt  https://t.co/nHeoUgxw4F;-1;-1;-1;1
05/12/2021 14:36;infotegal;Ff beauty cabang ke-2 dari fitri behel ini sudah ada sejak tahun 2015. Tidak perlu diragukan lagi. Tentunya sudah cukup berpengalaman dan memiliki teknik juga pemasangan yang benar.  Jln cut mutia sibata mejasem barat kota tegal (belakang dyno chicken) WA : 085641316137  https://t.co/d7b3vlv50B;-1;-1;-1;-1
05/12/2021 14:07;tegalfess;[TF] gaes minta info nya barangkali tau PT/perusahaan di kota/kab Tegal yg operasional jam kerja lebih dari 8 jam. Rep aja nanti aku DM terima kasih;-1;-1;-1;-1
05/12/2021 13:23;AgungSerpong;@ganjarpranowo Khusu tenaga guru SD baik CPNS mau pun PNS dan kepala sekolah,,,saya minta tolong pak ganjar sidak ke kota Tegal;-1;1;-1;-1
05/12/2021 13:21;AgungSerpong;@ganjarpranowo Pak ganjar met siang...pak ganjar saya minta tolong sidak ke kota Tegal;-1;-1;-1;-1
05/12/2021 13:07;narkobatglkota;Siteko Patroli Gereja .  Menjelang perayaan Natal 2021 dan Tahun Baru 2022, Polisi Tegal Kota meningkatkan patroli dengan sasaran gereja-gereja yang ada di Kota Tegal.  .  https://t.co/kXawDxBb6J;-1;-1;1;-1
05/12/2021 12:40;LSumpang;Siteko Patroli Gereja .  Menjelang perayaan Natal 2021 dan Tahun Baru 2022, Polisi Tegal Kota meningkatkan patroli dengan sasaran gereja-gereja yang ada di Kota Tegal.  . #kotategal  #patroligereja  @humas_poldajateng  @bharetta_id @humas_polsek_tegal_barat  https://t.co/4k29orxVRR;-1;-1;1;-1
05/12/2021 12:38;Mrxzzi;@mandirie_ @buluperinduh @anonimbukanmaen @fahmimoko @Info_SerieA Diaz adalah nomor 10 terbaik di kota Tegal..;-1;-1;-1;-1
05/12/2021 09:22;disnakerintegal;"""Terima kasih kepada Magistra Utama yang terus bersinergi dengan Disnakerin Kota Tegal dalam menyiapkan siswa didik menjadi karyawan atau wirausahawan sehingga membantu pemerintah mengurangi tingkat pengangguran terbuka"", lanjut Heru";-1;-1;-1;-1
05/12/2021 09:21;disnakerintegal;"Kadis Nakerin Kota Tegal, Heru Setyawan dlm sambutan memberikan selamat kepada lulusan Magistra Utama yg telah diwisuda, menyampaikan apresiasi kpd Magistra Utama yg mendidik alumni memiliki Triple Competence, yaitu Building The Winning Character, Job Skill &amp; Entrepreneur Skill";-1;-1;-1;-1
05/12/2021 07:49;tegalfess;[TF] saran dong toko sandal yg bagus di daerah kota tegal;-1;-1;-1;-1
05/12/2021 01:05;frogymind;"@convomf kota apa yg penduduknya di urut terus? kota tegal ""aduhh tegal tegal nih badan tolong urut dong""";-1;-1;-1;-1
04/12/2021 23:08;fdl44_;"Kota Tegal -&gt; Kota Bogor -&gt; Kabupaten Bogor -&gt; Kota Bekasi dalam 24 jam";-1;-1;-1;-1
04/12/2021 20:51;tegalfess;[TF] info dong, siomay/batagor gerobag yg enak area tegal kota. selain yg di jl.kartini, terimakasih 🙏🏻;-1;-1;-1;1
04/12/2021 20:18;hitmeeeuppp;@erseputra BENER BGT lang, today aku jg begitu, tulisannya masih di Tegal kota tbtb udh ngejegreg didepan pintu kan syok yee;-1;-1;-1;-1
04/12/2021 18:20;HadnaGie; https://t.co/T6mVFiVjuZ Potensi Pariwisata Kota Tegal;1;-1;-1;-1
04/12/2021 16:55;narkobatglkota;Antisipasi Wabah Penyakit, Warga Muarareja Bersama Polres Tegal Kota Gelar Bersih-bersih Lingkungan.Sabtu (4/12/21) . Link berita selengkapnya👇👇👇 .   https://t.co/9bggpX7CHK . #kotategal @humas_poldajateng  @bharetta_id @pemkot.tegal  https://t.co/Tk2E2wWSHV;-1;-1;-1;-1
04/12/2021 16:12;johanstravel;@KAI121 di daerah Tegal, pas mau masuk kota, KA Airlangga arah Surabaya baru saja dilempar batu oleh anak2. Gerbong 8 kena sebelah kiri arah jln kereta, tp bukan di kaca. Anak2 td berada di dkt salah satu tempat penyeberangan yg bisa dilewati mobil.  https://t.co/3if5GVkXVq;-1;-1;-1;-1
04/12/2021 15:16;dtlpoldajateng;Halo Sobat Polri... Kali ini Kasatlantas Polres Tegal Kota melaksanakan giat Kerja Bakti yang merupakan implementasi dari Polantas Hadir.  Bersama warga masyarakat, kerja bakti laksanakan bertujuan untuk meningkatkan kesadaran atas pentingnya menjaga kebersihan lingkungan.  https://t.co/cSm7qDtSXH;-1;-1;-1;-1
04/12/2021 15:03;luckystrike198;"What do u expect with this league @Liga1Match ?? Hanya sejauh semangat kedaerahan doang kan? Bukan dari sisi kualitas permainan? Apa bedanya sama acara dangdut akedemi yg pesertanya dari kota² di indonesia, dmna MC nya menyemangati (contoh) ""KOTA TEGAL MANA SUARANYAAAAA..!!!""";-1;-1;-1;-1
04/12/2021 14:16;yvonetandiarak;@RonnyYulianto7 Toko Roti Tegal ini di kota Tegal? Jauh euy...;-1;-1;-1;-1
04/12/2021 13:24;RonnyYulianto7;Roti enak tuh kayak gini. 😎😎😎  Tanpa bahan pengawet sejak 1948  Dinobatkan sebagai salah satu kuliner legendatis kota Salatiga.       -----TOKO ROTI TEGAL-----  https://t.co/5PxbaGiGCU;-1;-1;-1;1
04/12/2021 12:52;Superherooo17;@tegalfess Tegal kota cerah;-1;-1;-1;-1
04/12/2021 12:13;tegalfess;[tf] ada yang tau yang jual crepes/leker di tegal kota gaa? kalo ada dimana? selain di mall yaa makasii;-1;-1;-1;1
04/12/2021 12:00;ila_rizky;@sprityaway Ga bs shopee kak.  Bs dikirim pakai wahana/sicepat dr kota Tegal.;-1;-1;-1;-1
04/12/2021 10:33;SetionoAr;@MbakDinda5 Salam kenal sak wangsul ipun sangking piantun solo ingkang terdapar wonten kota TEGAL;-1;-1;-1;-1
04/12/2021 09:36;tegalfess;[tf] dokter sp ortodonri di tegal kota/kabupaten dimana aja ya?;-1;-1;-1;-1
04/12/2021 08:13;PolairJateng;SAT POLAIRUD POLRES TEGAL KOTA   Pada hari Jumat tanggal  03 Desember 2021 pukul 07.30 s.d 09.00 WIB bertempat di Obyek Wisata Pantai Alam Indah (PAI) Kel. Mintaragen Kec. Tegal Timur Kota Tegal telah dilaksanakan kegiatan Olah Raga Bersama dan Bersih Pantai Pangkalan Angkata  https://t.co/TKwVo2U3j8;1;-1;-1;-1
04/12/2021 08:02;a_zidhny;pagi ini mendengarkan keluhan para lulusan pendidikan yg susah buat dptin kerja di sekolah negeri di kota sendiri..  kenapa tegal sesusah ituu sekolah negri disini ga nerima guru honorer 😭;-1;0;-1;-1
04/12/2021 07:46;tegalfess;[TF] Tolong rekomendasiin tempat yg cocok buat ngedate dong, sekitaran Tegal Kota.;1;-1;-1;-1
04/12/2021 07:42;panturapost;Bola Salju Protes Penutupan Alun-Alun Kota Tegal   https://t.co/Aa6jK8Vif7;-1;-1;0;-1
04/12/2021 07:31;inisofiaa;@nzlia_din15 @tanyakanrl Oiya, kalo misal dari luar kota. Maksudnya BPJS aku tu kan faskes tegal nah aku di jakarta apa perlu surat domisili dll?;-1;-1;-1;-1
04/12/2021 06:51;disnakerintegal;Penyelenggaraan Lokakarya Magang Industri diharapkan dpt membekali mahasiswa untuk meningkatkan kompetensinya. Pembangunan industri di Kota Tegal ke depan, sesuai visi yang dirumuskan dlm Rencana Pembangunan Industri Kota Tegal (RPIK 2021 - 2041) menghasilkan produk berdaya saing  https://t.co/iFApX8MKLW;-1;-1;-1;-1
04/12/2021 06:46;disnakerintegal;Heru juga menjelaskan peluang-peluang magang industri yg bisa dilakukan mahasiswa, seperti magang di produksi mesin CO2 extraction, di IKM Logam Kota Tegal maupun di perusahaan galangan kapal.;-1;1;-1;-1
04/12/2021 06:46;disnakerintegal;Dalam kesempatan ini, Kadisnakerin Kota Tegal memaparkan impelementasi Magang Industri dlm program Merdeka Belajar Kampus Merdeka (MBKM).;-1;1;-1;-1
04/12/2021 05:53;KPUKotaTegal;Hai gaaaesss…yuk ikut serta dalam membantu meningkatkan kualitas Pelayanan Informasi KPU Kota Tegal ..  Caranya gampang, hanya isi form di    https://t.co/ZmKO8lyAUT  #KPUMelayani #bakohumaskpujateng  https://t.co/cBvAmq22w6;-1;-1;1;-1
03/12/2021 22:08;panturaceriah;Selasa, 7 Des 2021 di Kab Tegal, Rabu 8 Des di PP Tan-Gho Banjarnegara, Kamis 9 Des di Kab Pekalongan. Jum’at 10 Des di Kota Semarang dan 11 Des di Kab. Demak. 18 Des di Kab. Pati dan 19 Des di Kab. Demak. #SantriGayeng #SantriGayeng #SantriGayeng;-1;-1;-1;-1
03/12/2021 21:29;infoseputarteg1;Penampakan lapangan alun alun kota tegal, sing selama satu tahun luih di krobong² seng, saiki ws di buka kabeh. Walpn lpngane ws di buka bral, tapi dalan sing tembus maring alun² di portali kabeh, dadi anggr pan manjing area lapangan kudune motore di parkir nang jaba dalan alun²  https://t.co/SGbrQ2stE5;1;-1;0;-1
03/12/2021 20:21;tegalfess;[Tf] ciwi2 rekomendasi salon yg bagus buat smooting dong, sekitar tegal kota sekalian harganya kalo tau hehe. Maaciw;-1;-1;-1;-1
03/12/2021 20:15;tegalfess;[TF] gaes mohon info penjahit yg oke area mejasem-tegal kota dong? 😁;-1;-1;-1;-1
03/12/2021 20:10;kumparan;Bis rombongan santri seka Ponpes Darul Hijrah Kota Tegal ngguling maring jurang wayah mudun nang Bukit Siwuni, Désa Karangjambu, Kec. Balapulang, Kab.Tegal, dina Kemis. #publisherstory  https://t.co/n3zcTUxny9;-1;-1;-1;-1
03/12/2021 19:40;panturapost;Aktivis Kembali Pertanyakan Perkembangan Kasus CSR PDAM Kota Tegal ke Kejari   https://t.co/uTOePj537E;-1;-1;-1;-1
03/12/2021 16:54;panturapost;Data itu dicatat Dinkes Kota Tegal sejak 2008-Oktober 2021.   https://t.co/GK412VHuTz;-1;-1;-1;-1
03/12/2021 16:24;TXTdariSGN;Selasa, 7 Des 2021 di Kab Tegal, Rabu 8 Des di PP Tan-Gho Banjarnegara, Kamis 9 Des di Kab Pekalongan. Jum’at 10 Des di Kota Semarang dan 11 Des di Kab. Demak. 18 Des di Kab. Pati dan 19 Des di Kab. Demak. #SantriGayeng #SantriGayeng #SantriGayeng;-1;-1;-1;-1
03/12/2021 14:52;kumparan;Dari 1.094 kasus HIV/AIDS di Kota Tegal, 61 di antaranya meninggal dunia. #publisherstory  https://t.co/8Z80qSBznm;-1;-1;-1;-1
