date,username,tweet
2023-01-13 15:40:27,bapaspati,KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Tindak Lanjuti Aplikasi E-berpadu Lapas Tegal Adakan Rapat Di Polres Tegal Kota   https://t.co/Lveh5FcMHo
2023-01-13 15:38:30,tegalfess,[TF] ada yg open adopt kitten ga? Area tegal atau pemalang
2023-01-13 15:10:25,tegalfess,"[TF] guyssss, ada yg tau di tegal beli almond panggang dimana?"
2023-01-13 15:02:16,tegalfess,[tf] info cuaca sekitar slawi lur 🙏
2023-01-13 14:45:52,tegalfess,"[TF] ada org Tegal yg merantau di Jakarta? Nonton yuk cari temen, komen nanti aku DM🙏 me F23"
2023-01-13 14:40:17,tegalfess,[TF] print-print an daerah Adiwerna yang murah di mana yah?
2023-01-13 14:35:49,tvrijateng,#JatengTerkini 13 Januari 2023  Ribuan nelayan di Kota Tegal berunjuk rasa menolak tingginya pungutan PNBP yang diterapkan Kementerian Kelautan dan Perikanan @kkpgoid   #nelayanindonesia #kementeriankelautandanperikanan #kotategal #demonstrasi #infotegal #beritajateng #tvrijateng  https://t.co/WDTplBAayW
2023-01-13 14:25:46,tegalfess,[tf] adiwerna sama tegal hujan engga?
2023-01-13 14:17:20,LPKA_Kutoarjo,KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Tindak Lanjuti Aplikasi E-berpadu Lapas Tegal Adakan Rapat Di Polres Tegal Kota  https://t.co/ipKI0kwm0p
2023-01-13 14:05:08,KPUKotaTegal,Sesuai Keputusan Komisi Pemilihan Umum Kota Tegal Nomor. 2 Tahun 2023 tentang Pendelegasian Wewenang KPU Kota Tegal pada PPK seKota Tegal untuk melaksanakan seleksi wawancara calon anggota PPS dalam Pemilu  2024.  #KPUMelayani #pemiluserentak2024  https://t.co/FSSc8xko4B
2023-01-13 14:05:04,KPUKotaTegal,Jumat (13/1) KPU Kota Tegal mengundang ketua dan angggota PPK se Kota Tegal untuk melaksanakan rapat koordinasi persiapan seleksi/tes wawancara calon Anggota Panitia Pemungutan Suara (PPS) Pemilu 2024 yang akan di laksanakan pada hari Senin(16/1).  https://t.co/rfkvaaTW0Q
2023-01-13 14:04:37,tegalfess,[tf] bakmie yg enak di tegal dmn yaaa?
2023-01-13 14:02:53,tegalfess,[TF] info sing dodolan takoyaki enak sekitar adiwerna ngendi lur?
2023-01-13 14:01:39,tegalfess,"[tf] gaes, lagi cari kontrakan rumah, barangkali ada yg punya info kontrakan rumah, dari kerabat sodara atau milik sendiri, budget di bawah 10jt/tahun minta infonya ya🙏"
2023-01-13 14:00:40,tegal100,Jumat Curhat Kecamatan Margadana Polres tegal Kota  https://t.co/08BA4SV4bD
2023-01-13 13:59:40,KPUKotaTegal, https://t.co/jmWjKCQ68w
2023-01-13 13:59:33,KPUKotaTegal,Klarifikasi ini dilakukan di ruang help desk KPU Kota Tegal. Untuk mengetahui namamu tercantum di data sipol atau tidak bisa klik  https://t.co/PCpqVkqanF  #KPUMelayani #pemiluserentak2024
2023-01-13 13:59:32,KPUKotaTegal,"KPU Kota Tegal masih menerima klarifikasi tanggapan masyarakat atas nama yang tercantum di Sipol, ( 12/1).  https://t.co/yQL6Ron7QW"
2023-01-13 13:42:37,KPUKotaTegal, https://t.co/dEsD9IdVMc
2023-01-13 13:36:14,sebayu_94FM,"Satsamapta Polres Tegal Kota Gelar Patroli, Tekan Terjadinya Kriminalitas - Sebayu FM  https://t.co/bNYfSxKb6H"
2023-01-13 13:32:20,KPUKotaTegal, https://t.co/nSeAmNUzim
2023-01-13 13:31:36,KPUKotaTegal,PENGUMUMAN NOMOR: 69 / PP. 04.1-PU/ 3376/ 2023 TENTANG PENETAPAN HASIL SELEKSI TERTULIS SECARA CAT CALON ANGGOTA PANITIA PEMUNGUTAN SUARA UNTUK PEMILIHAN UMUM TAHUN 2024.  #kecamatantegalbarat #KPUMelayani #pemiluserentak2024  https://t.co/q2RJckptT3
2023-01-13 13:17:04,KPUKotaTegal, https://t.co/ge318Lpq9y
2023-01-13 13:16:59,KPUKotaTegal, https://t.co/1NDsvfLL4q
2023-01-13 13:16:56,KPUKotaTegal,PENGUMUMAN NOMOR: 69 / PP. 04.1-PU/ 3376/ 2023 TENTANG PENETAPAN HASIL SELEKSI TERTULIS SECARA CAT CALON ANGGOTA PANITIA PEMUNGUTAN SUARA UNTUK PEMILIHAN UMUM TAHUN 2024.  #kecamatanmargadana #KPUMelayani #pemiluserentak2024  https://t.co/W64G9acdel
2023-01-13 13:12:06,KPUKotaTegal, https://t.co/dvFCB8wTsY
2023-01-13 13:12:04,KPUKotaTegal, https://t.co/5fbArQr6l9
2023-01-13 13:12:00,KPUKotaTegal,PENGUMUMAN NOMOR: 69 / PP. 04.1-PU/ 3376/ 2023 TENTANG PENETAPAN HASIL SELEKSI TERTULIS SECARA CAT CALON ANGGOTA PANITIA PEMUNGUTAN SUARA UNTUK PEMILIHAN UMUM TAHUN 2024.  #kecamatantegalselatan  #KPUMelayani #pemiluserentak2024  https://t.co/AIxWSAitEX
2023-01-13 13:07:04,HTegalbarat,"Jumat Curhat, Kapolres Tegal Kota Sambangi Warga Kecamatan Margadana . Kegiatan Jumat Curhat bersama Kapolres Tegal Kota terus berlanjut. Kali ini, Jumat (13/1/2023) Kapolres AKBP Rahmad Hidayat bersama jajarannya menyambangi warga di Kecamatan Margadana.  https://t.co/xNWeFZne9P"
2023-01-13 13:06:14,KPUKotaTegal,PEMUNGUTAN SUARA UNTUK PEMILIHAN UMUM TAHUN 2024.  #kecamatantegaltimur  #KPUMelayani #pemiluserentak2024
2023-01-13 13:06:13,KPUKotaTegal, https://t.co/0qUCLsW7oU
2023-01-13 13:06:09,KPUKotaTegal,PENGUMUMAN NOMOR: 69 / PP. 04.1-PU/ 3376/ 2023 TENTANG PENETAPAN HASIL SELEKSI TERTULIS SECARA CAT CALON ANGGOTA PANITIA  https://t.co/qnNU1EDzdc
2023-01-13 13:03:01,Humaspolsekklk,"Kota 1 (Kapolsek Klungkung Kompol Agus Widarma Putra SH, MH pimpin pergerakan upacara pitra yadnya puri agung saren jauh menuju tempat pembasmian tegal linggah sit aman dan lancar  https://t.co/cMYHwAAtyL"
2023-01-13 12:57:40,tegalfess,[TF] Indomaret/Alfamart jual vaseline yg kaya gini gaa ya?  https://t.co/79dh8GnC3D
2023-01-13 12:53:07,tegalfess,"Buat cowo/cewe sing seneng pake hoodie, luih seneng sing ngepas apa oversize? [Tf]"
2023-01-13 12:19:13,gulaagulali02,"@tegalfess Ini nomer tlp damkar kota tegal nder, biasanya ntar disamper buat ngambil ularnya  https://t.co/Q20dNHNJAP"
2023-01-13 12:12:18,tegalfess,[tf] mau tanya yg jual labu butternut kya gini dmna ya? Makasih  https://t.co/1nQj53IOXh
2023-01-13 12:04:40,tegalfess,"[tf] dua kali kenalan sama cowo, cowonya emang asik setelah tau ternyata dia punya pacar tapi ni cowo masi gatel ngechat terus kl di cepuin ke pacarnya aja gasi?"
2023-01-13 11:52:12,tegalfess,[Tf] ada yg kerja di pt sumber masanda sebagai staff? Kalo ada saya mau tanya2 terimakasih
2023-01-13 11:48:26,Istiqomahnur5,"City I dislike: Tahuna, ofkors (eh ini kota ya?)  City I think is overrated: Bandung City I like: Tegal, Jakarta, Manado City I love: Tegal Cities I would like to live in: Jogja, Solo, Medan City I want to visit: scotland, melbourne"
2023-01-13 11:47:18,tegalfess,"[tf] ada yg tau jualan risol mayo ga ya? Daerah tegal kalo bisa, thank u!"
2023-01-13 11:21:40,tegalfess,[TF] info yang jual kayu bakar di sekitar tegal kota dongg
2023-01-13 11:09:07,humasgaltim,"*POLSEK TEGAL TIMUR*   *Kepada : KAPOLRES  TEGAL KOTA*   *D a r i : KAPOLSEK  TEGAL TIMUR*  *Perihal : Kegiatan Jum'at Curhat bersama Polsek Tegal Timur.*  Assalamu’alaikum Wr. Wb.   Mohon ijin Komandan, melaporkan Kegiatan Jum'at Curhat bersama Polsek Tegal Timur.  https://t.co/6qb0enqjsL"
2023-01-13 11:01:46,Disways_Bekasi,Dinas Sumber Daya Air Bina marga dan Bina kontruksi Kabupaten Bekasi mengalokasikan dua pembangunan estetika kota dengan menghias dua jembatan. Yaitu Jembatan Tegal Gede dan Tegal Danas   https://t.co/nxFUgNmbWA
2023-01-13 10:59:31,tegalfess,[tf] beli pempek yang enak dimana ya? makasii yang udh jawab
2023-01-13 10:29:07,HTegalbarat,"Jumat Curhat bersama Polsek Tegal Barat  Bertempat di Taman Hutan kota kelurahan Tegal Sari Bersama Kapolsek Tegal Barat Kompol Aris Heriyanto,S.H dilaksankan jumat curhat guna membangun komunikasi, dan menyerap aspirasi warga  masyarakat Jumat(13/01/2023)   #polripresisi  https://t.co/XqwtBGrGqx"
2023-01-13 10:27:41,tegalfess,"[Tf] temen2 yg jual baso aci selain yg belokan SMA 1 Tegal, dimana lagi yaa? Makasih yg udah jawab 🙏🏻"
2023-01-13 10:23:22,tegalfess,"[tf] wis 2 kanca sd sing nikah-cerai-menjanda-nikah, dan wis akeh kanca sd sing nikah tapi uripe kaya kue bae, sender dadi wedi nikah, malah digon gagiyan karo wong tua, padahal ngerti ceritane juga seka wong tua 🙃"
2023-01-13 10:21:02,tegalfess,"[TF] haloo, sender ada keinginan pindah kerja ke Tegal dan bidang sender di digital marketing/graphic desain. Kalo ada loker share dibawah ya. Terimakasihh"
2023-01-13 10:08:29,tegalfess,[TF] yang tau sewa badus kostum transformer buat ultah dimana ya? 🥲
2023-01-13 09:59:45,tegalfess,"[Tf] awalnya enjoy hidup apa apa bisa sendiri tapi pas lagi ada masalah, sakit, orang tua juga udah pisah udah gapeduli juga sama anaknya, rasanya kesepian bgt cuma bisa meluk diri sendiri😢"
2023-01-13 09:44:07,jipenk_019,"@dukcapilslawi @DukcapilKDN @ganjarpranowo @humasjateng @LaporGub_ @umiazizah60 @HumasTegalkab @infotegal @InfoPewarta @sisilaintegal assalamualaikum wr.wb.. selamat pagi Bpk/ibu yth.. saya mau tanya pak/bu.. sya baru saja menikah, kalo utk mengurus pindah alamat sama bikin KK baru gmn syaratnya yah? istri saya dari serang kota mau ikut saya ke kab.tegal syaratnya apa aja yah pak/bu? Terimakasih"
2023-01-13 09:43:14,jipenk_019,"@dukcapilslawi assalamualaikum wr.wb.. selamat pagi Bpk/ibu yth.. saya mau tanya pak/bu.. sya baru saja menikah, kalo utk mengurus pindah alamat sama bikin KK baru gmn syaratnya yah? istri saya dari serang kota mau ikut saya ke kab.tegal syaratnya apa aja yah pak/bu? Terimakasih"
2023-01-13 09:39:23,EviZaki,"Jum'at Curhat Bareng Kapolsek Tegal Selatan Polres Tegal Kota. . Kapolsek Tegal Selatan Kompol Sehroni,S.H. beserta anggota melaksanakan jumat curhat dg pedagang kaki lima (PKL) di Alun-alun Tegal Selatan Jl.Teuku Cik Diktiro, Jumat(13/01/2023). . #jumatcurhat  @humas_poldajateng  https://t.co/edU65drwXU"
2023-01-13 09:36:16,tegalfess,[TF] Kucing kecil dua mingguan dikasih makanya apa ya? kayanya belum bisa makan wetfood :(
2023-01-13 09:36:14,tegalfess,[tf] pabrik yang lagi dibangung di daerah lebaksiu itu PT apa ya?
2023-01-13 09:32:51,bawaslukottegal, https://t.co/v9CjcJZKnb
2023-01-13 09:19:58,humasgaltim,Ratusan Personel Kawal dan Amankan Penyampaian Aspirasi Para Nelayan Kota Tegal . Aksi penyampaian aspirasi yang dilaksanakan oleh Gerakan Front Nasional Bersatu (FNB) Kota Tegal berkaitan dengan pemberlakuan kebijakan dari Kementerian Kelautan dan Perikanan (KKP) RI  https://t.co/ITxMWKSfEp
2023-01-13 09:19:19,HTegalbarat,Ratusan Personel Kawal dan Amankan Penyampaian Aspirasi Para Nelayan Kota Tegal  https://t.co/AzcBDifGCP
2023-01-13 09:08:48,polseksumpang,Jumat Curhat bersama Kapolres Tegal Kota di Pendopo Kec. Margadana Kota Tegal . Warga masyarakat Kec. Margadana menyampaikan segala permasalahan yang dialami kepada Kapolres Tegal Kota.Jumat (13/1/23)  https://t.co/gQn4ar7SF8
2023-01-13 08:53:52,tegalfess,[TF] Cafe di Slawi yg enak buat nugas di mana ya?
2023-01-13 08:35:00,EviZaki,"Ratusan Personel Kawal &amp; Amankan Penyampaian Aspirasi Para Nelayan Kota Tegal . Aksi penyampaian aspirasi penolakan kebijakan dr Kementerian Kelautan &amp; Perikanan (KKP) Republik Indonesia tsb brlgsg didpn Gedung Dewan Perwakilan Rakyat Daerah (DPRD) Kota Tegal, Kamis (12/01/2023)  https://t.co/f1E55x0B4t"
2023-01-13 08:20:56,HumasKawasan,Ratusan Personel Kawal dan Amankan Penyampaian Aspirasi Para Nelayan Kota Tegal . Aksi penyampaian aspirasi yang dilaksanakan oleh Gerakan Front Nasional Bersatu (FNB) Kota Tegal berkaitan dengan pemberlakuan kebijakan dari Kementerian Kelautan dan Perikanan (KKP)  https://t.co/tL7KIOH4a7
2023-01-13 08:18:06,tegalfess,sih hehe makasih
2023-01-13 08:18:06,tegalfess,[Tf] wdyt sama cewe yg ngajakin cowo ketemuan dulu dg ngajak makan. Konteksnya kita ini saling dikenalin sama temen kita. Trs udh chatingan bbrp kali. Cuma pernah ktemu sekali krn kerjaan dan ga ngobrol. Gapapakan? Atau terlihat agresif? Niatnya ya temenan aja dulu gitu (cont)
2023-01-13 08:17:43,rctvcirebon,"Puluhan pemandu lagu di Kota Tegal, tidak seperti biasanya mengenakan pakaian seksi saat berdinas malam. Namun, aksi pemandu lagu ini,... -  https://t.co/bE5U5ieRJj  https://t.co/c0cYS2x8eQ"
2023-01-13 08:09:31,tegalfess,[TF] Vaksin di Tegal dimana aja ya? Dan bukanya sampe jam brp? Makasih ya yg udh mau bantu jawab 🙏🏻
2023-01-13 08:05:05,kuasakatacom,Polres Tegal Kota Amankan Demo Nelayan di Kantor DPRD  https://t.co/GPjulLW4XE
2023-01-13 07:42:20,purworejo_rutan,115.KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Tindak Lanjuti Aplikasi E-berpadu Lapas Tegal Adakan Rapat Di Polres Tegal Kota  https://t.co/R1P2WMgVZx
2023-01-13 07:26:42,tegalfess,pur'in/Rojo tater bisa?
2023-01-13 07:26:42,tegalfess,"[TF] lilike aku nyekel ulla (ular) 🐍 Gede dawa gedene sebetis dawane sepira tah embuh, Tanggane pada gritaa kabeh ngongkon kon dibuang pada Wedi mbokan ucul mangsa bocah, karna kas mangan jago. Dilepas aring ndi? Gadi hewan tontonan nang tempat pariwisata? Kaya (cont)  https://t.co/n3OYu0qa3D"
2023-01-13 07:11:50,tegalfess,"[tf] janjinya mau nganter aku buat test hari ini ternyata malah semaleman dugem sama selingkuhannya. emang kalau udah watak ya susah ya ges ya, sia-sia kesempatan kedua yg ku kasih:')"
2023-01-13 06:14:41,lapasklaten,KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Tindak Lanjuti Aplikasi E-berpadu Lapas Tegal Adakan Rapat Di Polres Tegal Kota  https://t.co/gE4Zyllm3a
2023-01-13 06:05:02,tegalfess,[tf] permisi kalo mau sewa lapak di jl kartini tuh kisaran berapa ya? terus biasanya info kayak gini cari dimana? terima kasih🙏🏻
2023-01-13 01:47:57,data_target,Aparat Kepolisian Kawal dan Amankan Aksi Para Nelayan Geruduk Gedung DPRD Kota Tegal.  https://t.co/QTP1jizQxs
2023-01-12 23:40:55,tegalfess,kenapa ya tiap ada yg deketin ujung²nya ngebandingin org itu sama yg kemarin:( [tf]
2023-01-12 23:15:16,KoasSablon,"Konveksi Sablon Spesialis Cetak Bendera Partai Murahm Di kota Tegal Buat Bendera Partai Harga Rp 5500/pcs, Hubungi kami Hp &amp; WhatsApp : 081295873688.  https://t.co/gFIOOffY1Y"
2023-01-12 23:03:39,KoasSablon,"Buat Kaos Partai Murah di kota tegal Dengan Harga Termurah Rp 9500/pcs, Hubungi 081295873688. Konveksi Sablon Kaos Spesialis Kaos Partai Murah  https://t.co/tPsnOAcOlS"
2023-01-12 22:27:30,rutankudus,115.KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Tindak Lanjuti Aplikasi E-berpadu Lapas Tegal Adakan Rapat Di Polres Tegal Kota  https://t.co/pE4x0FSWho
2023-01-12 22:17:21,GerindraTegal,#prabowosubianto #prabowobersamarakyat #mendingprabowo #prabowopresiden #gerindramenang #gerindra #partaigerindra #jateng #jawatengah #gerindrajawatengah #gerindrajateng #dpcgerindra #kotategal #indonesia #pulihlebihcepatbangkitlebihkuat  https://t.co/vgwAlqoVqA
2023-01-12 22:16:58,GerindraTegal,"Kota Tegal.   Anggota Komisi II, DPRD Fraksi Gerindra Kota Tegal, Moh. Sefrudin berharap semoga dengan adanya pelatihan ini mereka yang sudah mengikuti pelatihan ini akan bisa mendapatkan pekerjaan.  #pokir #pelatihan #satpam #dprd #fraksigerindra #mohsefrudin #prabowo"
2023-01-12 22:16:58,GerindraTegal,PENYERAHAN SERTIFIKAT SATPAM GARDA PRATAMA OLEH DPRD KOTA TEGAL FRAKSI GERINDRA  Pelatihan Satpam merupakan bentuk kepedulian Anggota DPRD Fraksi Gerindra terhadap masyarakat Kota Tegal. Pelatihan Satpam ini merupakan suatu upaya untuk mengurangi angka pengangguran yang ada di
2023-01-12 22:01:47,KPUKotaTegal,Seperti apa keseruan #temanpemilih memahami istilah dalam pemilu? Hayoo kamu paham juga ngga nih...yuk simak  #KPUMelayani #pemiluserentak2024  https://t.co/GYmJkZrMxo
2023-01-12 21:55:41,tegalfess,[tf] tempat makan di tegal yg enak tapi affodrable dimana yaaaaa
2023-01-12 21:44:35,tegalfess,"[tf] gaess yg sering merantau kasih tips dong biar gampang adaptasi sama temen🙏🏻  Apalagi sesama cewek, tau sendiri cewek gak sesimpel pertemanan kaum cowok sender mau ngontrak bareng sama temen baru (karena suatu keadaan, jd mau gak mau ngontrak bareng). Makasih gaess  https://t.co/30oCoeEP5I"
2023-01-12 21:27:49,Akunper46059321,@YunusTabuni1 Ade Tegal kota dimana itu
2023-01-12 21:25:35,tegalfess,"Guys, alur daftar bank gmn ya? Posisinya harus sesuai domisili ktp apa gmn? Jelasin alurnya dong makasih yak [TF]"
2023-01-12 21:24:00,tegalfess,"#PP Preloved serum Avoskin YSB alpha arbutin, somethinc 10% niacin barier alasan dijual ngga cocok.  Prelove hair dryer philip pink jugaa 400watt alasan dijual ga kepake.  Barang masih baru bgtt dipake 4kali doang sendernya potong pendek.  Loc slawi more info dm @monoIoug ajaa  https://t.co/6kWguKKQok"
2023-01-12 20:56:13,RUTAN_BNA,115.KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Tindak Lanjuti Aplikasi E-berpadu Lapas Tegal Adakan Rapat Di Polres Tegal Kota  https://t.co/0MAJvc20Mq
2023-01-12 20:53:06,tegalfess,[tf] Info tempat service hp Xiaomi sing apik ng ndi lur? Suwun
2023-01-12 20:44:02,tegalfess,[Tf] kalo ke pai buat duduk duduk enaknya di bagian mana?
2023-01-12 20:26:37,tegalfess,info ayce serta tempat dan harganya dong kak di tegal [TF]
2023-01-12 20:13:59,tegalfess,"[tf] mau tanyaa. kalo misal ip ex inter iosnya masih 14.8 terus mau update ios kira"" aman ngga ya??? makasiii"
2023-01-12 20:06:45,tegalfess,Makan siang yang enak di Tegal itu aoa ya? [Tf]
2023-01-12 20:05:58,tegalfess,[tf] Resto baru sebelah jln delima atau depan SD pius kapt.ismail itu resto apa ya? barusan lewat doang tp cek di gmaps blm ada. Tia.
2023-01-12 20:01:41,bapaspati,KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Tindak Lanjuti Aplikasi E-berpadu Lapas Tegal Adakan Rapat Di Polres Tegal Kota   https://t.co/5tovfoTheH
2023-01-12 20:00:32,tegalfess,[tf] saranin store ip yg bisa dimintain tolong pasang batre dong nanti aku bayar jasanya🙏
2023-01-12 19:47:35,TSihombing10,"Tuntut Keadilan!!! Ribuan Nelayan Tegal Long March 2 KM ke DPRD Kota Tegal, PNBP Pasca Produksi 10 % Harus Turun.  https://t.co/L1SAs5ki0z"
2023-01-12 19:47:19,tegalfess,[tf] wdyt menurut kalian tentang anak tunggal? punya temen anak tunggal problematik semua🥲 ini dideketin anak tunggal punnjadi takut akhirnya
2023-01-12 19:41:48,BandungBO_,Available expo bandung yah 🎉  Mau req kota lain juga bisa DM yah💜  Availbo Cirebon cewekbo Bogor Bisyar Depok Wp Pekalongan Angel Tegal Include Cirebon Avail Purwokerto Openbo Cilacap Bo Banyumas Bookingan jogja Bokingan semarang  https://t.co/PzruInhuB1
2023-01-12 19:36:27,AmbilAja_,Gas tipis tipis otw kota Tegal
2023-01-12 19:27:34,tegalfess,"[tf] gaes, kalian dirumah pake wifi apa? Brp mbps dan biayanya brp perbulan? Internetnya kenceng gak? Rekomendasiin dong"
2023-01-12 19:23:52,lapasbatang,KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Tindak Lanjuti Aplikasi E-berpadu Lapas Tegal Adakan Rapat Di Polres Tegal Kota  https://t.co/Cf8xyYDlmL
2023-01-12 19:23:06,tegalfess,[tf] kalian yang jadi anak perempuan pertama gimana rasanya? masih kuat tidak?
2023-01-12 19:19:32,tegalfess,"[Tf] penasaran bgt org kyk aku yg introvert parah, males ketemu orang baru, circle nya juga cuma itu itu doang ketemu jodoh nya gimana ya"
2023-01-12 19:15:08,LapasPlantungan,115. KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Tindak Lanjuti Aplikasi E-berpadu Lapas Tegal Adakan Rapat Di Polres Tegal Kota   https://t.co/gBTVWr3280  116. KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: LPP Semarang Dukung Inovasi Sistem E-Bepardu Pengadilan Negeri Semarang
2023-01-12 19:00:59,tegalfess,"[Tf] disini ada sales jajan2 kalengan gitu gak, atau yg tau distributornya jajan2 kekgitu dimana ya? Thankyou"
2023-01-12 18:57:47,tegalfess,[TF] info yang bisa print photostrip di tegak dong
2023-01-12 18:56:42,tegalfess,[Tf] kalo mau naik kereta dr tegal ke cirebon harus udh booster ga ya?
2023-01-12 18:50:41,Bunga_ABG_,Available expo by request✨ Yukk jadwalin ke kota kamu😗  Bo Purwokerto Openbo Pekalongan Avail Tegal Include Cirebon Angels Cilacap Wp Banyumas Bisyar Jogja Expo Semarang Abg hijabers hijab Bandung  https://t.co/3Nb2zlbnzK
2023-01-12 18:50:32,tegalfess,[Tf] mixsyue di slawi sih sebelah mana ya? Kasi tau sender
2023-01-12 18:48:51,fatmamasita,Cung 😌 jadi kangen takoyaki Jl. Kartini kota Tegal
2023-01-12 18:44:17,tegalfess,[TF] nek mau bayar pajek kendaraan di samsat slawi jumat abis dzuhur masih bisa kah?
2023-01-12 18:44:15,tegalfess,"[tf] ada yang punya nomor cs syopiXpress tegal hub/balapulang hub atau nomor karyawan/kurirnya? komen ya nanti aku dm, makasih banyak sebelumnya"
2023-01-12 18:43:46,tegalfess,[Tf] info barbershop sg apik dong
2023-01-12 18:37:49,tegalfess,pengen udahan kaya hubungan gini gini doang gaada effort apapun sampe capek sendiri. Akhirnya aku mutusin untuk ga komunikasi sampe berhari hari.
2023-01-12 18:37:49,tegalfess,"[tf] mau curhat boleh ya? Udah sekitar 5thnan nih hubungan, rasanya aku udah mulai bosen. Chat cuma nanyain ""lg apa? Dah makan?"" Abis itu ngilang ntah kemana, aku gatau ngapain aja, tiap hari fasenya gitu mulu kaya anak smp ga berkualitas bgt. Wajar gaksi? Dan aku rasanya (cont)"
2023-01-12 18:32:47,VanpersieDwi,"Terimakasi @kontakBRI ,,keluhan dari saya langsung direspon dan ditindaklanjuti,ATM dan buku rekening sdh dikirim kerumah. Trimakasih juga buat BRI cabang Kota Tegal yg sdh meluangkan waktu berkunjung kerumah.Semoga BRI makin jaya.  https://t.co/K3pFQx3CkC"
2023-01-12 18:30:01,tegalfess,[TF] pliss no salty. tempat transit di daerah tegal kota dimana ya yg bisa perjam aja?
2023-01-12 18:29:21,tegalfess,"[Tf] kaka mau nanya dong, ada yang punya rekomendasi buku english for beginner ngga yah? Terutama buat speaking dan vocabnya gitu?? 🙏"
2023-01-12 17:59:49,PolairJateng,"SAT POLAIRUD POLRES TEGAL KOTA  Pukul 08.30 Wib s.d Pukul 11.30 Wib anggota Sub Unit Binmas Air Sat Polairud Polres Tegal Kota melaksanakan binluh kepada Nelayan yang melaksanakanan unjuk rasa di Pelabuhan Perikanan Tegalsari Kota Tegal, situasi aman terkendali.  https://t.co/GECSrreEoN"
2023-01-12 17:58:38,tegalfess,Tes PPS.nya gimana lur? Hehee [tf]
2023-01-12 17:55:58,tegalfess,[TF] Rekomendasi iphone store yang terjangkau dong. Makasiiih
2023-01-12 17:38:01,tegalfess,"[TF] adakah yang ikut tes cat pps hari ini?  Gimana skornya,? Masuk ke amankah atau sebaliknya? Spill dong hasil skornya dr kelurahan mana aja.. 😄"
2023-01-12 17:22:18,tegalfess,"[TF] Temen2 yg hobi liburan ke wisata alam Tegal, mau tanya dong. Yang membedakan wisata alam di Tegal sama kota lain apa?"
2023-01-12 17:17:33,tegalfess,Pengen punya temen buat partner kulineran gaissss☹️☹️yuk yukkk aku ceweeeeee [tf]
2023-01-12 16:53:07,tegalfess,"[Tf] gais mau nanya, salon yang potong rambutnya bagus dimana yah? Buat cewek. Makasih yang udah jawab."
2023-01-12 16:44:16,dukcapilslawi,@agunmahrudi  https://t.co/YcfVgeBK3i atau pelayanan Disdukcapil terdekat jika masih di luar kota
2023-01-12 16:41:36,tegalfess,Ada yg tau suhu tegal kota tadi siang jam setengah 2 brapa? Atau sempet screenshoot suhunya? Asli panas bgt smpe rasanya kebakar [TF]
2023-01-12 16:40:53,AndikaRisyanto5,Penyerahan Sertupikat Tanah dari pegawai senior Lembaga Pemasyarakatan Kota Tegal. yang biasa membina narapidana - narapidana.  Untuk diurus peralihan haknya . . .  https://t.co/Ry1ogdlSmU
2023-01-12 16:29:04,tegalfess,"numpang tanya lur barangkali ada yang tau, disdukcapil kabupaten besok jumat pelayanan sampe jam berapa ya?  [TF]"
2023-01-12 16:19:10,tegalfess,[TF] yg waktu itu jualan mile crepes mana yaa?
2023-01-12 16:17:56,tegalfess,"[tf] siapa yg pernah ke perapian? ternyata bbq nya enak yaa, affodrable juga👍  https://t.co/aDFjD81D9J"
2023-01-12 16:09:52,updatebalii,"Menindaklanjuti laporan warga terkait adanya orang dalam gangguan jiwa (ODGJ) yang meresahkan, Satpol PP Kota Denpasar melakukan penertiban yang bertempat di wilayah Perum Tegal Buah Padang Sambian Klod.   https://t.co/dVVdCIyoab"
2023-01-12 16:03:32,InfolokerBogor,"DIBUTUHKAN SEGERA  SALES CANVASSER  CV Rumah Bahan Jl. Pandu Raya No. 163.  Kel. Tegal Gundil, Kec. Bogor Utara,  Kota Bogor  Bagi yang berminat silakan langsung kirim cv ke email:   hrdrumah.bahan@gmail.com   atau isi link pendaftaran:   https://t.co/aicE0eTAfc  https://t.co/GNkaUzVNa2"
2023-01-12 16:01:35,tegalfess,"sendirian, mau balik ke temen juga udah ngerasa jahat."
2023-01-12 16:01:35,tegalfess,"[tf] udah umur segini baru nyesel dulu ngikutin kpop sampe segitunya, smpe mikir kalo kpop satu2nya hal yang bikin bahagia, sampe ninggalin banyak temen karena mereka ngelakuin salah dan mikir gada yang bisa ngertiin. padahal emang wajar banget ngelakuin salah. skrg bener2 (cont)"
2023-01-12 15:46:51,ElshintaDotcom,Ratusan personel kawal aksi nelayan Kota Tegal  https://t.co/rOKj9ZLwRt  https://t.co/ACcbGOpuKo
2023-01-12 15:38:45,tegalfess,semoga gini terus ke istrinya aminn🥹
