,date,username,tweet,location
24,2022-11-27 10:30:46,ganjar4ina,"Kode keras Jokowi, ciri pemimpin yg mikirin rakyat. #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/3YF7k4S1zy",ACEH
25,2022-11-27 10:15:07,Viralindo888,Ganjar Pranowo untuk bangsa dan negara. #GanjarPilihanJokowi  https://t.co/nDBoEbTddi,ACEH
26,2022-11-27 10:13:53,chelin3pu3,Ganjar Pranowo sejahterakan GTT di Jawa Tengah #GanjarPilihanJokowi  https://t.co/NkBIMLo2KS,ACEH
27,2022-11-27 10:13:49,chelin3pu3,Seseorang yang punya visi untuk Indonesia yang lebih baik #GanjarPilihanJokowi #ganjarpranowo #ganjarkita #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024  https://t.co/73G6idFhuO,ACEH
28,2022-11-27 10:13:40,chelin3pu3,Mantap ganjar Pranowo banjir dukungan 👍 #GanjarPilihanJokowi  https://t.co/PWNqJtUCwu,ACEH
29,2022-11-27 10:13:36,chelin3pu3,Ganjar Pranowo untuk bangsa dan negara. #GanjarPilihanJokowi  https://t.co/XKbvlWpn3j,ACEH
30,2022-11-27 10:13:27,chelin3pu3,Dukung Ganjar Pranowo Capres 2024 #GanjarPilihanJokowi  https://t.co/PRwpxRKvvx,ACEH
31,2022-11-27 10:13:22,chelin3pu3,Petani Tebu dukung Ganjar Presiden 2024 - Dukung Ganjar Pranowo - #GanjarPilihanJokowi  https://t.co/cGSoEdT8lV,ACEH
32,2022-11-27 10:11:57,Indrafirman7777,Ganjar Pranowo untuk bangsa dan negara. #GanjarPilihanJokowi  https://t.co/NM6UtGEYB3,ACEH
33,2022-11-27 10:10:45,Anggaradimas69,Ganjar Pranowo untuk bangsa dan negara. #GanjarPilihanJokowi  https://t.co/AqbOJ8AIPK,ACEH
34,2022-11-27 10:10:43,guntur_juli,Ganjar untuk 2024 Ganjar Pilihan Jokowi #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/dg2RRPeEZT,ACEH
35,2022-11-27 10:10:11,guntur_juli,Presiden Jokowi beri Sinyal dukung Ganjar Pranowo Ganjar Pilihan Jokowi #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/l1p6LbVGZd,ACEH
36,2022-11-27 10:09:33,aldhopriskap,Ganjar Pranowo untuk bangsa dan negara. #GanjarPilihanJokowi  https://t.co/T1u0bTl8vO,ACEH
37,2022-11-27 10:08:53,guntur_juli,Fix Ganjar Pilihan Jokowi #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/6AkZMzUtWr,ACEH
38,2022-11-26 17:14:31,indrahwk,"@umarhasibuan757 Klau nanti dukung @ganjarpranowo ,kamu jgn banting"" meja ya",ACEH
39,2022-11-26 17:03:35,indrahwk,"@PartaiSocmed @ganjarpranowo Kita berharap plan 1 gagal,demi terjaganya demokrasi,plan k2 dst yg dilaksanakan",ACEH
40,2022-11-26 16:59:34,indrahwk,"@PartaiSocmed Bs jd tum rambut putih,kode keras buat @ganjarpranowo ,dan ngumpulin relawan,buat jatuhkan mental sblh,yg sdh pongah kemana"" serasa didukung sluruh rkyt,krn jk 2024 tdk yg sejalan dgn pmrintah saat ini,pembangunan akan sia"" krn tdk berkelanjutan,ayo dorong ganjarsusi for 2024",ACEH
41,2022-11-26 16:42:48,indrahwk,"Dr ucapan beliau,dr segi rambut,sprtinya mengarah ke @ganjarpranowo tp klau yg keningnya cling...cling itu arahnya yg dikarbit kayaknya",ACEH
42,2022-11-26 15:16:06,MoriahKrause13,Solidaritas Relawan Ganjar meringankan beban kesedihan korban bencana alam gempa cianjur  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah  https://t.co/N8GxtGPgrV,ACEH
43,2022-11-26 15:14:23,MoriahKrause13,Maju terus pak ganjar lanjutkan perjuangan pak jokowi  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/2m08fRBHMz,ACEH
44,2022-11-26 15:13:07,MoriahKrause13,Pak Ganjar cinta produk dalam negeri  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/qOHZpy2X5L,ACEH
45,2022-11-26 14:44:41,chelin3pu3,Ganjar Pranowo sosok pemimpin hebat. #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/KeGBGbbqyG,ACEH
46,2022-11-26 14:44:36,chelin3pu3,Relawan ganjar juga hebat! #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/cUX8d1pjeB,ACEH
47,2022-11-26 14:44:27,chelin3pu3,dukung penuh pak ganjar #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/TLb4ty8AuM,ACEH
48,2022-11-26 14:44:22,chelin3pu3,Bersama kita dukung Ganjar Pranowo. #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/XGiPhROJi2,ACEH
49,2022-11-26 14:44:18,chelin3pu3,Dukungan penuh dari semua kalangan untuk Ganjar Pranowo. #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/J0lHRtqUt3,ACEH
50,2022-11-26 14:44:13,chelin3pu3,Ganjar pilihan rakyat #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/Oc6gfFeQhd,ACEH
51,2022-11-26 14:05:26,WaktuSumut,Ganjar Pranowo : Kalau Untuk Bangsa dan Negara Apa sih yang Kita Tidak Siap.   #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/6p0V2dxyng,ACEH
52,2022-11-26 14:05:04,WaktuSumut,"Hari Guru Nasional, Ganjar sejahterakan 5.000 GTT dengan Gaji UMK  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/SekEpXjRyH",ACEH
53,2022-11-26 14:00:00,WaktuSumut,Ganjar: jangan jadi biasa untuk masa depan bangsa.   #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/7SphDrjkRs,ACEH
54,2022-11-26 13:59:48,WaktuSumut,Ganjar Pranowo Masih yang Terbaik Untuk Indonesia. #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/ZCDAMYSQQO,ACEH
55,2022-11-26 13:18:24,SumutVibes,Semoga Ganjar dan Istri tetap terus romantis  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/LCbVTvd1hC,ACEH
56,2022-11-26 13:18:23,SumutVibes,Ganjar sangat peduli dengan rakyat  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/UwVpcKCN1a,ACEH
57,2022-11-26 13:18:22,SumutVibes,Ganjar pemimpin cerdas dan visioner  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/LbMG6oGPy7,ACEH
58,2022-11-26 13:17:37,SumutVibes,Ganjar sangat dicintai rakyat  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/I0JGOEYovO,ACEH
59,2022-11-26 13:15:56,SumutVibes,Ganjar dipercaya lanjutkan kesuksesan Jokowi  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/OL8vqqg41x,ACEH
60,2022-11-26 13:15:35,SumutVibes,Ganjar cinta produk dalam negeri #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/WiDdwHRJMn,ACEH
61,2022-11-26 13:15:21,SumutVibes,Ganjar calon Presiden idaman rakyat indonesia  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/PGGyoVoYgi,ACEH
62,2022-11-26 13:14:54,SumutVibes,Solidaritas Relawan Ganjar bagi bantuan kepada warga terdampak gempa Cianjur  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/VwhfOLSrZU,ACEH
63,2022-11-26 13:13:33,SumutVibes,Pemuda Milenial dukung Ganjar jadi Presiden 2024 #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/nJcJjwJPZ4,ACEH
64,2022-11-26 13:13:05,SumutVibes,Kepedulian Sahabat Ganjar kepada warga terdampak gempa Cianjur  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/5Qq6fK9NaF,ACEH
65,2022-11-26 12:53:18,ganjartoday,Ganjar 4 Today  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/rdxo3RhFHg,ACEH
66,2022-11-26 12:29:42,mdiamedan,Pemimpin seperti ini mantap 👍🇲🇨 #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/f6RXLgSTjq,ACEH
67,2022-11-26 12:28:55,mdiamedan,Ganjar Pranowo dipercaya lanjutkan kesuksesan Presiden Jokowi #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/sMVgvOB5TQ,ACEH
68,2022-11-26 12:27:50,mdiamedan,Bagi ganjar Pranowo mensejahterakan guru adalah harga mati #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/scHfa1CuTX,ACEH
69,2022-11-26 12:26:57,mdiamedan,Ganjar Pranowo perintahkan bupati cilacap tak neko neko #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/UaI20AzCGB,ACEH
70,2022-11-26 12:26:20,mdiamedan,Benar apa kata pak Ganjar Pranowo #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/JdBnNR4fQg,ACEH
71,2022-11-26 12:25:47,mdiamedan,Pak ganjar Pranowo jadi Presiden Indonesia ya #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/j7KpNHY6Jt,ACEH
72,2022-11-26 12:25:13,mdiamedan,Ganjar pranowo kirim bantuan untuk korban gempa cianjur #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/v16OzxICwx,ACEH
73,2022-11-26 12:24:35,ganjarri2024,PPP : 14 Wilayah usulkan Ganjar Pranowo jadi Capres  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/m7PQ1m0AAF,ACEH
74,2022-11-26 12:24:02,guntur_juli,PPP YANG SAH DUKUNG GANJAR PRANOWO #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/yMK3VAfLxw,ACEH
75,2022-11-26 12:24:01,ganjarri2024,"Hari guru Nasional, Ganjar sejahterakan 5.000 GTT dengan gaji UMK  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/KeRIkvHg0m",ACEH
76,2022-11-26 12:23:33,ganjarri2024,Ulama di Jambi lakukan Ijtima dukung Ganjar Pranowo  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/1tKqdrtOlT,ACEH
77,2022-11-26 12:23:20,mdiamedan,Komunitas supir truk jakarta nilai Ganjar pranowo miliki program inovatif #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/GNxUrNJ5jY,ACEH
78,2022-11-26 12:23:17,guntur_juli,Meningkatkan kualitas hidup guru adalah balas jasa pemerintah pada guru #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/JTYDvOQGcG,ACEH
79,2022-11-26 12:23:02,ganjarri2024,Tokoh masyarakat hingga ulama di Sumbar dukung Ganjar Pranowo  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/wpf0vOEaG0,ACEH
80,2022-11-26 12:21:50,mdiamedan,"Hari Guru Nasional, Ganjar sejahterakan 5000 guru honorer dengan Gaji UMK #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/DempIAhRRf",ACEH
