,date,username,tweet,wisata/hiburan,pendidikan,fasilitas/layanan publik,kuliner
69,05/12/2021 16:34,nyzavqnu,"Tempo hari saking pengennye ama es brasil alhasil ku kelilingin semua yogya toserba di kota dan kabupatennnnnn, dan akhirnya ketemuu di yogya toserba terkhir, omg I am so happy.  Akhirnya gausah jauh jauh ke tegal,  pwt atau jkt  https://t.co/nHeoUgxw4F",-1,-1,-1,1
72,05/12/2021 13:23,AgungSerpong,"@ganjarpranowo Khusu tenaga guru SD baik CPNS mau pun PNS dan kepala sekolah,,,saya minta tolong pak ganjar sidak ke kota Tegal",-1,1,-1,-1
74,05/12/2021 13:07,narkobatglkota,"Siteko Patroli Gereja .  Menjelang perayaan Natal 2021 dan Tahun Baru 2022, Polisi Tegal Kota meningkatkan patroli dengan sasaran gereja-gereja yang ada di Kota Tegal.  .  https://t.co/kXawDxBb6J",-1,-1,1,-1
75,05/12/2021 12:40,LSumpang,"Siteko Patroli Gereja .  Menjelang perayaan Natal 2021 dan Tahun Baru 2022, Polisi Tegal Kota meningkatkan patroli dengan sasaran gereja-gereja yang ada di Kota Tegal.  . #kotategal  #patroligereja  @humas_poldajateng  @bharetta_id @humas_polsek_tegal_barat  https://t.co/4k29orxVRR",-1,-1,1,-1
82,04/12/2021 20:51,tegalfess,"[TF] info dong, siomay/batagor gerobag yg enak area tegal kota. selain yg di jl.kartini, terimakasih 🙏🏻",-1,-1,-1,1
84,04/12/2021 18:20,HadnaGie, https://t.co/T6mVFiVjuZ Potensi Pariwisata Kota Tegal,1,-1,-1,-1
90,04/12/2021 13:24,RonnyYulianto7,Roti enak tuh kayak gini. 😎😎😎  Tanpa bahan pengawet sejak 1948  Dinobatkan sebagai salah satu kuliner legendatis kota Salatiga.       -----TOKO ROTI TEGAL-----  https://t.co/5PxbaGiGCU,-1,-1,-1,1
92,04/12/2021 12:13,tegalfess,[tf] ada yang tau yang jual crepes/leker di tegal kota gaa? kalo ada dimana? selain di mall yaa makasii,-1,-1,-1,1
96,04/12/2021 08:13,PolairJateng,SAT POLAIRUD POLRES TEGAL KOTA   Pada hari Jumat tanggal  03 Desember 2021 pukul 07.30 s.d 09.00 WIB bertempat di Obyek Wisata Pantai Alam Indah (PAI) Kel. Mintaragen Kec. Tegal Timur Kota Tegal telah dilaksanakan kegiatan Olah Raga Bersama dan Bersih Pantai Pangkalan Angkata  https://t.co/TKwVo2U3j8,1,-1,-1,-1
97,04/12/2021 08:02,a_zidhny,pagi ini mendengarkan keluhan para lulusan pendidikan yg susah buat dptin kerja di sekolah negeri di kota sendiri..  kenapa tegal sesusah ituu sekolah negri disini ga nerima guru honorer 😭,-1,0,-1,-1
98,04/12/2021 07:46,tegalfess,"[TF] Tolong rekomendasiin tempat yg cocok buat ngedate dong, sekitaran Tegal Kota.",1,-1,-1,-1
99,04/12/2021 07:42,panturapost,Bola Salju Protes Penutupan Alun-Alun Kota Tegal   https://t.co/Aa6jK8Vif7,-1,-1,0,-1
102,04/12/2021 06:46,disnakerintegal,"Heru juga menjelaskan peluang-peluang magang industri yg bisa dilakukan mahasiswa, seperti magang di produksi mesin CO2 extraction, di IKM Logam Kota Tegal maupun di perusahaan galangan kapal.",-1,1,-1,-1
103,04/12/2021 06:46,disnakerintegal,"Dalam kesempatan ini, Kadisnakerin Kota Tegal memaparkan impelementasi Magang Industri dlm program Merdeka Belajar Kampus Merdeka (MBKM).",-1,1,-1,-1
104,04/12/2021 05:53,KPUKotaTegal,"Hai gaaaesss…yuk ikut serta dalam membantu meningkatkan kualitas Pelayanan Informasi KPU Kota Tegal ..  Caranya gampang, hanya isi form di    https://t.co/ZmKO8lyAUT  #KPUMelayani #bakohumaskpujateng  https://t.co/cBvAmq22w6",-1,-1,1,-1
106,03/12/2021 21:29,infoseputarteg1,"Penampakan lapangan alun alun kota tegal, sing selama satu tahun luih di krobong² seng, saiki ws di buka kabeh. Walpn lpngane ws di buka bral, tapi dalan sing tembus maring alun² di portali kabeh, dadi anggr pan manjing area lapangan kudune motore di parkir nang jaba dalan alun²  https://t.co/SGbrQ2stE5",1,-1,0,-1
114,03/12/2021 14:08,y0jenojaem,"@convomfs Menantea, tpi jauh bgttt dari rumahku mesti ke kota dulu:((( pppp @JeromePolin ayo buka di tegal kabupaten:(((",-1,-1,-1,0
115,03/12/2021 13:36,Emm_aaa2108,"@arigetas @salatiga_info @indrayust @MustikaUngu nahhh, berarti taunya kuliner baru2 yang terkenal, toko roti tegal itu depan apotik wahid, orang2 luar kota biasa carinya itu klo ke salatiga, bosku semarang aja sering nitip  produk2 roti tegal, abon sapinya enak banget lhoooo😆😆",-1,-1,-1,1
116,03/12/2021 13:10,tegalfess,"[tf] liat di tiktok kota lain kok banyak yang jualan pentol ya, kalo pentol di Tegal yang enak tuh dimana",-1,-1,-1,1
136,02/12/2021 13:21,sahabatganjarid,"Ekasari Lukitawati genap sembilan tahun menjadi guru tidak tetap di SDLB Kota Tegal.  Sempat mengecap honor Rp 200.000 per bulan, kini ekonominya membaik berkat kebijakan Gubernur Jawa Tengah (Jateng) Ganjar Pranowo yang menggajinya Rp 2,3 juta.  #SahabatGanjar  https://t.co/Tra84z8eH7",-1,1,-1,-1
140,02/12/2021 11:22,tegalfess,[tf] jam segini yg jual papeda di tegal kota dmna yaa,-1,-1,-1,1
144,02/12/2021 10:26,tegalfess,"[Tf] saranin tempat makan yg ""harus dicoba banget"" kalo lagi ke tegal dong, boleh kota ato kab, bingung mau bawa sodara jalan2 😅",-1,-1,-1,1
146,02/12/2021 08:51,SelebritiPolisi,Lampu PJU di Kota Tegal akan Dipadamkan Sebulan pada PPKM Level 3 Serentak  https://t.co/JQuEVYLM3O,-1,-1,0,-1
150,01/12/2021 20:51,hakimwisanggeni,Maksud dan tujuan nya apa ya ini. Mohon pak gubernur bisa menegur walikota nya yg arogan ini... CC @ganjarpranowo . Alun alun kota Tegal akses jalanan ditutup juga. Masyarakat sekitar tidak bisa melintas.  https://t.co/OCTOfQyvjK,-1,-1,0,-1
160,01/12/2021 13:59,panjiwjj,Tegal Kota Bahari Nyari warteg kharisma bahari engga ada sama sekali. Padahal frinchisenya di Jabodetabek banyak banget,-1,-1,-1,1
166,01/12/2021 10:06,edwighty,"Tegal, Kota seribu warteg  https://t.co/DZOJG7u7gd",-1,-1,-1,1
169,01/12/2021 08:04,panturapost,"PPKM Level 3 Serentak pada Nataru, Sejumlah Ruas Jalan di Kota Tegal akan Ditutup   https://t.co/xu5rcFwD8r",-1,-1,1,-1
170,01/12/2021 07:12,BeritakuKabar,"VIRAL VIDIO PROTES WARGA , PORTAL ALUN ALUN KOTA TEGAL  https://t.co/FMcsaCdFPC via @YouTube",-1,-1,1,-1
171,01/12/2021 07:05,MediaKomando,Warga Bongkar Paksa Portal Sebagai Ungkapan Protes Atas Penutupan Alun-alun Kota Tegal  https://t.co/5gaLW3ShqW,-1,-1,0,-1
173,01/12/2021 04:30,RheArdiyansah,"@txtdrjkt Smua kereta ga hny krl , kereta jarak jauh juga sama pd naik di atas , paling inget naik kreta Tegal Arum tujuan Cirebon dr St Kota penuh desak2an dan ad yg naik diatas di St Jatinegara udh diingetin dan terjdilah pd jatuh smpe ad yg hilang kaki ny sebtas betis",-1,-1,0,-1
174,30/11/2021 22:09,OposisiCerdas,"Protes Penutupan Alun-alun Kota Tegal, Warga Bongkar Paksa Portal  https://t.co/qSomHekDKe",0,-1,-1,-1
175,30/11/2021 21:24,geloraco,"Protes Penutupan Alun-alun Kota Tegal, Warga Bongkar Paksa Portal  https://t.co/o9AdiTe7HU",0,-1,-1,-1
176,30/11/2021 20:34,kumparan,Sejumlah ruas jalan di Kota Tegal akan ditutup pada masa libur Natal dan Tahun Baru (Nataru) 2022 untuk membatasi mobilitas masyarakat. #publisherstory  https://t.co/1TD3lq52CM,-1,-1,1,-1
184,30/11/2021 18:19,HMP_ITB,"Ada warga Jalan Anyer, Kota Bandung, yang kehilangan rumah pasca penertiban oleh PT  KAI. Selain itu, ada pula masyarakat Kota Batu dan Kabupaten Tegal yang terpaksa mengungsi akibat rumahnya yang terendam banjir.  https://t.co/mfWvy78vW8",-1,-1,0,-1
185,30/11/2021 18:08,KPUKotaTegal,"(30/11) Hari terakhir pemantapan dan peningkatan pendidikan politik bagi masyarakat dilaksanakan di Kecamatan Margadana.  Kesbangpol Kota Tegal menggandeng Fisip Universitas Pancasakti, KPU dan Bawaslu Kota Tegal dengan masing masing narasumber Drs. Sri Sutjiatmi MSi, Drs Thomas  https://t.co/5UEDXebXzf",-1,1,-1,-1
186,30/11/2021 17:57,LapasBrebes,"*Kalapas Brebes Menerima Baik Kunjungan Kepala BNN Kota Tegal, Wujud Sinergitas yang Terjaga*  *Humas Lapas Brebes* _Ringan Mencerdaskan_  #KumhamPasti #Pemasyarakatan #LapasBrebesBersinar #WarOnDrugs #P4GN  https://t.co/ghwaIPTme4",-1,-1,1,-1
189,30/11/2021 14:00,tegalfess,[Tf] cafe daerah tegal kota - adiwerna yang tempatnya enak trs harganya murce dimana yah?,-1,-1,-1,1
190,30/11/2021 13:18,narkobatglkota,"Sebagai bentuk apresiasi dari kesatuan terhadap kinerja optimal yang telah ditunjukkan oleh para personel, Kapolres Tegal Kota AKBP Rahmad Hidayat, S.S.  memberikan penghargaan kepada sejumlah personel yang berprestasi. .  https://t.co/WiOqB8TYZ9",-1,1,-1,-1
192,30/11/2021 11:16,narkobatglkota,"Sebagai bentuk apresiasi dari kesatuan terhadap kinerja optimal yang telah ditunjukkan oleh para personel, Kapolres Tegal Kota AKBP Rahmad Hidayat, S.S.  memberikan penghargaan kepada sejumlah personel yang berprestasi. .  https://t.co/LMwtODoaTy",-1,1,-1,-1
193,30/11/2021 11:09,tegalfess,"[TF] Saran cafe di Tegal kota yang enak buat me time, yang ada slice cake, yang manis-manis. Teru cafenya comfy gitu~ Makasih 😇💖",-1,-1,-1,1
194,30/11/2021 11:06,zamiahmad7,"@jntexpressid @jntexpressid halo min, saya kirim paket JP9697750475 dari Tegal ke Bekasi Kota dari tanggal 18 belum sampe? Tolong diproses untuk pengantaran. Sudah lewat dari tenggat waktu pengiriman",-1,-1,0,-1
200,30/11/2021 07:31,KPUKotaTegal,"(29/11) Pendidikan Politik bagi Masyarakat kembali dilaksanakan di Kecamatan Tegal Barat.   Masih bersama Kesbangpol Kota Tegal yang menggandeng akademisi Fisip Univerrsitas Pancasakti Kota Tegal, KPU Kota Tegal dan Bawaslu Kota Tegal.  https://t.co/l1Iqh9PTrV",-1,1,-1,-1
201,30/11/2021 06:20,detikcom,"Warga memprotes kebijakan Pemerintah Kota (Pemkot) Tegal, Jawa Tengah yang menutup kompleks Alun-alun dengan portal.  https://t.co/wskmIZv7N4",-1,-1,0,-1
202,30/11/2021 03:36,Sumarnotegal,"🌈 PANTAI MUARA ANYAR 🏖️ Kel. Muarareja kec. Tegal barat KOTA TEGAL , berharap adanya dukungan dan respon dari dinas terkait untuk kemajuan daerah maupun lingkungannya 🙏 @sandiuno @ganjarpranowo @disporaparjtg @PemkotTegal @pariwisatategal  https://t.co/gO9Te4ngMI",1,-1,0,-1
203,29/11/2021 20:16,kumparan,Penutupan akses keluar masuk menuju Alun-alun dan Jalan Pancasila Kota Tegal saat malam hari diprotes warga setempat. Bahkan mereka mengancam gugat class action Pemkot Tegal. #publisherstory  https://t.co/8vPb5VxZLb,1,-1,0,-1
204,29/11/2021 20:07,GATRA_com,"Jalan ke Alun-alun Tegal Ditutup, Ambulans Terhalang, Warga Kritis Meninggal  #kota #tegal  https://t.co/G1btM3CbO1",1,-1,0,-1
206,29/11/2021 19:26,Wondo30117303,"Giat pagi smpe siang hari ini relawan peduli tegal melakukan penggalangan dana utk korban banjir di daerah Garut, titik lokasi  penggalangan dananya di  Pantai Alam Indah kota tegal bersinergi dengan Trc tegal bersatu dan BNPB serta RMB (Relawan Mutiara Bahari)  https://t.co/hcEwmQttIF",1,-1,-1,-1
212,29/11/2021 17:34,inewsdotid,"Belasan Warga Geruduk Kantor Pengembang Perumahan di Kota Tegal, Ada Apa?  https://t.co/pyCBrpeGHr #pengembangperumahan",-1,-1,0,-1
228,29/11/2021 10:10,lutfimove,"DED Saluran Kompleks Alun-alun Kota Tegal... (29/Nov) , trend - #StrayKidsComeback #tender #lelang  https://t.co/SocE4M9xUf",1,-1,-1,-1
232,29/11/2021 05:51,rctvcirebon,Senam Sehat Tumpah Ruah Penuhi Taman Pancasila Kota Tegal  https://t.co/WBdi6XV2HW,1,-1,-1,-1
237,28/11/2021 16:50,tegalfoodie,Ada banyak jenis makanan dan jajanan beragam di Kota Tegal. Mulai yang berkuah atau yang kering #tegalfoodie,-1,-1,-1,1
248,28/11/2021 09:13,haiiigyu,"Semoga @Dzawinur dan @wiranagara besok2 ada event stand up di Tegal, biar aku ga usah keluar kota gitu loh 🥴",1,-1,-1,-1
250,28/11/2021 08:43,disnakerintegal,"Gelar Produk kali ini menampilkan produk-produk pelaku IKM Kota Tegal yang terbagi dalam 4 divisi, yaitu logam dan furnitur, kuliner, kriya dan aneka, serta fashion dan tekstil.",1,-1,-1,-1
255,28/11/2021 06:54,GATRA_com,"PPKM Level 3 Serentak, Jalan-jalan di Kota Tegal Bakal Ditutup Lagi   https://t.co/GJ1ONDhrUn",-1,-1,0,-1
257,27/11/2021 21:39,Puskapikcom,Ikatan Alumni SMA 1 Kota Tegal Gelar Baksos dan Tanam Bibit Pohon Cemara Laut  https://t.co/jlQwK4Dbpr,-1,-1,1,-1
259,27/11/2021 20:26,antonpokex,Mari mampir di #bakarrr_tegal  Jln proklamasi no 7 Balai Kota Lawas @ Balai Kota Lawas  https://t.co/6zQzzVcvrL,-1,-1,-1,1
262,27/11/2021 19:11,KAI121,"@vivinafiatul Selamat malam Kak. Layanan Rapid test antigen di Stasiun Tegal tersedia mulai jam 08.00-21.00 WIB (antrean kondisional), dengan tarif 45 ribu. Lokasinya di pintu keluar Utara ya Kak. Pelayanan hanya berlaku bagi calon penumpang KA Antar Kota, |1",-1,-1,1,-1
264,27/11/2021 18:19,KAI121,"@Stanzaoth Selamat malam. Saat ini Gedung Birao belum dibuka untuk umum, semoga kedepannya bangunan tersebut bisa menjadi alternatif tujuan wisata baru di kota Tegal ya. Trims.",-1,-1,1,-1
265,27/11/2021 15:26,infotegal,"Mulai hari ini (27/11) hingga tanggal 29 November 2021 di GOR Tegal Selatan diselenggarakan Gelar Produk IKM Kota Tegal 2021. Dalam pameran ini ada banyak macam produk seperti kriya, logam, textile, batik, furniture, dan yang tidak ketinggalan, kuliner.  https://t.co/pPmh2grwkS",1,-1,-1,-1
270,27/11/2021 12:22,narkobatglkota,"Polres Tegal Kota menggelar bersih-bersih saluran air dan Sungai di wilayah Kecamatan Tegal Selatan Kota Tegal, Sabtu (27/11/2021)  https://t.co/gAybrmswYb",-1,-1,1,-1
275,27/11/2021 10:01,tegalfess,[Tf] tempat asik buat kongkow with besties sekitar kota tegal yg sesuai kantong mahasiswa dmn yaa?,1,-1,-1,-1
276,27/11/2021 09:55,izoelcell,Nwn sewu Pak Gub @ganjarpranowo. Mhn bantuan motivasi utk tmn2 Forum Komunikasi Penjaga Sekolah Dasar (FKPSD) Kota Tegal berupa video ucapan HUT FKPSD yg ke 9 pd tgl 12 Des 2021 nanti. Video ucapan dari Pak Gub akan saya sisipkan pd dok. kegiatan sbg penyemangat tmn2 dlm bekerja,-1,1,-1,-1
279,27/11/2021 04:51,PolairJateng,"SAT POLAIRUD TEGAL KOTA   kegiatan Penanaman Mangrove dengan tema "" AYO MAGERI SEGORO "" dalam rangka HUT Ke-71 Polairud di Wilayah Hukum Polres Tegal Kota Polda Jawa Tengah.   A. Dasar Pelaksanaan Kegiatan : a. Surat Telegram Kapolda Jateng Nomor : STR / 787 / IX / IPP.3.3.9 /  https://t.co/iCGfTKVk9g",1,-1,1,-1
280,27/11/2021 04:51,PolairJateng,"SAT POLAIRUD TEGAL KOTA   kegiatan Penanaman Mangrove dengan tema "" AYO MAGERI SEGORO "" dalam rangka HUT Ke-71 Polairud di Wilayah Hukum Polres Tegal Kota Polda Jawa Tengah.   A. Dasar Pelaksanaan Kegiatan : a. Surat Telegram Kapolda Jateng Nomor : STR / 787 / IX / IPP.3.3.9 / 20  https://t.co/z8TxLTagfe",1,-1,1,-1
288,26/11/2021 18:09,tegalfess,[TF] pecel lele lesehan yg enak di Kota Tegal dimana gaesss,-1,-1,-1,1
