date,username,tweet
2022-12-09 11:13:35,NarkotikaLapas,KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Yugo Indra Wicaksi Gantikan  Andi Yudho Sebagai Kepala Lapas Kota Tegal  https://t.co/grOMwlDV5o
2022-12-09 10:34:31,dpmptsptegal,Selasa (6/12) DPMPTSP Kota Tegal mengadakan kegiatan pelayanan pendaftaran izin di Kelurahan Tegalsari sebagai bentuk pendekatan layanan kepada masyarakat . . #terusbergerak #amazingservices  https://t.co/C3Nc3WcSaI
2022-12-09 09:54:39,cehaji_,Atiny ada yang di tegal kota kah??
2022-12-09 09:36:28,kominfo_jtg,"Replika tandu Jenderal Sudirman yang dipajang pada Pameran Kesejarahan, di Gedung Mulya Damai, Kota Tegal, mengundang kekaguman pengunjung, khususnya para siswa. Mereka berusaha mengabadikan tandu tersebut, bahkan tak sedikit yang berswafoto dengan latar belakang tandu.  https://t.co/2UUZpAxYEV"
2022-12-09 08:28:24,KakanimSKA,2.KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Yugo Indra Wicaksi Gantikan  Andi Yudho Sebagai Kepala Lapas Kota Tegal  https://t.co/Pshvn4h8Am
2022-12-09 08:07:04,GerindraTegal,#mendingprabowo #prabowo #PrabowoSubianto #gerindra #jateng #jawatengah #gerindrajateng #gerindrajawatengah #dpcgerindra #kotategal #indonesia #pulihlebihcepatbangkitlebihkuat  https://t.co/0sWNFY2xlj
2022-12-09 05:59:43,RUTAN_BNA,KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Yugo Indra Wicaksi Gantikan  Andi Yudho Sebagai Kepala Lapas Kota Tegal  https://t.co/GLRCHqsgWm
2022-12-09 05:53:42,Kutlah88,@jibotwo @ZFArdR @detikcom Tegal luar menuju pusat Kota BDG itu JALUR HOROR MACET apalagi dijalan soekarno Hatta dan Kiaracondog..  Wkwkw
2022-12-09 01:57:46,rorokidal,"Pertama liat bikin stasiun di padalarang sama tegal luar juga udah aneh, padalarang bandung barat, tegal luar kabupaten bandung, dua dua nya jauh dari bandung kota. Butuh sejam atau lebih buat ke pusat kota."
2022-12-09 00:34:44,ResidentSammy,@Anjoeh1975 @bachrum_achmadi klo mo disebut tegal luar hrs nya HALIM - TEGAL LUAR.. sama2 nama stasiun dan nama kota kecamatan. sdh bener namanya KCJB krn dr jkt menuju bandung Raya. itu nanti jd provinsi baru pemekaran jabar
2022-12-08 22:46:02,Prakarrsa,@tegalfess UMR segitu tidak sebanding dengan nafsuku dan maraknya jajanan yg update terus di kota tegal 😭
2022-12-08 22:37:26,pohonsaja,@jawafess Kota Tegal Haruse 2500 sih soale wis ana starbak wkwkk
2022-12-08 22:17:54,desky_danuaji,"Niatnya Mau Sih Karaoke Aja di Pantura Kota Tegal, Eh Malah Dapet Service Enak Begini  *** Trending : Gempa #MrPrankIndonesia Mantap Gus Mojok Runtah Maroko Chelsea Island Mimpi Maljum KUHP Teroris  https://t.co/rYzvBHoKeW"
2022-12-08 22:03:59,KPUKotaTegal,1. Disertai dengan identitas pengirim (KTP elektronik) dan bukti yang dapat dipertanggungjawabkan 2. Diserahkan langsung ke kantor KPU Kota Tegal melalui email sdm.kpukotategal@gmail.com  #KPUMelayani #pemiluserentak2024
2022-12-08 20:36:31,RUTAN_BNA,"KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Wujud Pembinaan Kemandirian bagi WBP, Lapas Brebes Gandeng Poltek Harber Kota Tegal Persiapan Pelatihan  https://t.co/pzbw25hjmU"
2022-12-08 20:15:49,infotegal,"Upacara peringatan HUT RI ke 31 tahun 1976 dipimpin langsung oleh Walikota Tegal, Bapak Sardjoe. Menara Masjid Agung terlihat di sebelah kiri, tidak setinggi menara saat ini. Unik yah.   Sumber Foto: Kearsipan Kota Tegal Tahun: 1976  https://t.co/miorNIaL6i"
2022-12-08 20:12:48,Bapas_Magelang,KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Yugo Indra Wicaksi Gantikan  Andi Yudho Sebagai Kepala Lapas Kota Tegal  https://t.co/sYwNjUjplV
2022-12-08 20:09:58,LapasPermisanNK,KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Yugo Indra Wicaksi Gantikan  Andi Yudho Sebagai Kepala Lapas Kota Tegal  https://t.co/FlGluOhaRF
2022-12-08 20:02:46,lapaspekalongan,KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Yugo Indra Wicaksi Gantikan Andi Yudho Sebagai Kepala Lapas Kota Tegal  https://t.co/vwD3HcSqAV
2022-12-08 20:01:36,Inggit_Wardani,@bliblidotcom Kota Tegal #BliMinBeliin #BliBliTerbaikDeh
2022-12-08 19:35:24,meyliaaaaaaaa,"@tegalfess Di Banjaran depan basa , kalo di Tegal kota di Bombay"
2022-12-08 19:29:16,pegipegi,"📌 TEGAL PANJANG, GARUT  Satu lagi tempat wisata di Garut yang tidak kalah mengagumkan, yaitu Tegal Panjang yang bisa ditempuh kurang lebih tiga jam dari pusat Kota Garut. Untuk menyaksikan pesona savana hijau yang indah, biasanya banyak wisatawan yang mendaki Gunung Papandayan.  https://t.co/hv4BLXzIC2"
2022-12-08 19:28:28,BapasSmrg,KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Yugo Indra Wicaksi Gantikan Andi Yudho Sebagai Kepala Lapas Kota Tegal  https://t.co/DDJLa3it3f
2022-12-08 19:28:25,lppurwokerto,KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Yugo Indra Wicaksi Gantikan  Andi Yudho Sebagai Kepala Lapas Kota Tegal  https://t.co/7mq5skOvbb
2022-12-08 19:24:06,tegalfess,Studio foto buat foto setengah badan yg rekomended di Tegal Kota di mana ya? [Tf]
2022-12-08 19:15:36,LapasPlantungan,KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Yugo Indra Wicaksi Gantikan Andi Yudho Sebagai Kepala Lapas Kota Tegal  https://t.co/7QnZ3H3vaX
2022-12-08 19:13:53,lapasambarawa,KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Yugo Indra Wicaksi Gantikan  Andi Yudho Sebagai Kepala Lapas Kota Tegal  https://t.co/TxI0cwbJCb
