Column1;date;username;tweet;location;label
66;26/11/2022 12:29;mdiamedan;Pemimpin seperti ini mantap 👍🇲🇨 #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/f6RXLgSTjq;ACEH;1
67;26/11/2022 12:28;mdiamedan;Ganjar Pranowo dipercaya lanjutkan kesuksesan Presiden Jokowi #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/sMVgvOB5TQ;ACEH;1
68;26/11/2022 12:27;mdiamedan;Bagi ganjar Pranowo mensejahterakan guru adalah harga mati #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/scHfa1CuTX;ACEH;1
69;26/11/2022 12:26;mdiamedan;Ganjar Pranowo perintahkan bupati cilacap tak neko neko #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/UaI20AzCGB;ACEH;1
70;26/11/2022 12:26;mdiamedan;Benar apa kata pak Ganjar Pranowo #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/JdBnNR4fQg;ACEH;1
71;26/11/2022 12:25;mdiamedan;Pak ganjar Pranowo jadi Presiden Indonesia ya #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/j7KpNHY6Jt;ACEH;1
72;26/11/2022 12:25;mdiamedan;Ganjar pranowo kirim bantuan untuk korban gempa cianjur #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/v16OzxICwx;ACEH;1
73;26/11/2022 12:24;ganjarri2024;PPP : 14 Wilayah usulkan Ganjar Pranowo jadi Capres  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/m7PQ1m0AAF;ACEH;1
74;26/11/2022 12:24;guntur_juli;PPP YANG SAH DUKUNG GANJAR PRANOWO #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/yMK3VAfLxw;ACEH;1
75;26/11/2022 12:24;ganjarri2024;Hari guru Nasional, Ganjar sejahterakan 5.000 GTT dengan gaji UMK  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/KeRIkvHg0m;ACEH;1
76;26/11/2022 12:23;ganjarri2024;Ulama di Jambi lakukan Ijtima dukung Ganjar Pranowo  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/1tKqdrtOlT;ACEH;1
77;26/11/2022 12:23;mdiamedan;Komunitas supir truk jakarta nilai Ganjar pranowo miliki program inovatif #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/GNxUrNJ5jY;ACEH;1
78;26/11/2022 12:23;guntur_juli;Meningkatkan kualitas hidup guru adalah balas jasa pemerintah pada guru #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/JTYDvOQGcG;ACEH;1
79;26/11/2022 12:23;ganjarri2024;Tokoh masyarakat hingga ulama di Sumbar dukung Ganjar Pranowo  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/wpf0vOEaG0;ACEH;1
80;26/11/2022 12:21;mdiamedan;Hari Guru Nasional, Ganjar sejahterakan 5000 guru honorer dengan Gaji UMK #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/DempIAhRRf;ACEH;1
